,Book-Crossing,Book-Crossing,Bing-News,Bing-News
,AUC,ACC,AUC,ACC
Ripple,0.84,0.775,0.778,0.732
CKE,0.634,0.606,0.66,0.617
SHINE,0.668,0.636,0.614,0.587
DKN ,0.621,0.598,0.761,0.704
PER,0.814,0.735,-,-
LibFM,0.763,0.705,0.744,0.688
DeepWide,0.806,0.731,0.754,0.695
Table 3: The results of AUC and Accuracy in CTR prediction. ,,,,
