,News,News,News,DBLP,DBLP,DBLP,Questions,Questions,Questions,Tweets,Tweets,Tweets
,precision,recall,f-measure,precision,recall,f-measure,precision,recall,f-measure,precision,recall,f-measure
PTM,0.755,0.757,0.754,0.667,0.672,0.668,0.755,0.757,0.754,0.667,0.672,0.668
SPTM,0.76,0.761,0.759,0.661,0.667,0.663,0.76,0.761,0.759,0.661,0.667,0.663
EPTM,0.749,0.751,0.749,0.645,0.654,0.647,0.749,0.751,0.749,0.645,0.654,0.647
LDA,0.727,0.732,0.728,0.613,0.624,0.614,0.727,0.732,0.728,0.613,0.624,0.614
DSTM,0.72,0.724,0.72,0.619,0.628,0.62,0.72,0.724,0.72,0.619,0.628,0.62
MU,0.697,0.617,0.626,0.64,0.643,0.638,0.697,0.617,0.626,0.64,0.643,0.638
"Table 4: Classification results of PTM, SPTM and EPTM. ",,,,,,,,,,,,
