,Top,Top,YouTomb,YouTomb,Random,Random
,米,考,米,考,米,考
a < 7 days,0.64,0.1,0.61,0.14,0.61,0.17
7 days < a < 1 month,0.55,0.19,0.48,0.23,0.66,0.2
1 month < a < 1 year,0.5,0.27,0.18,0.21,0.79,0.17
a > 1 year,0.77,0.23,0.31,0.23,0.85,0.11
"Table 3: Time until a video achieves at least 90% of its total views, across age (a) ranges (time nor- malized by video＊s lifetime, mean 米, and standard deviation 考). ",,,,,,
