Pitcher,Accuracy(%),Accuracy(%),F-Score,F-Score,Odds Ratio,Odds Ratio
,Ours,Manager,Ours,Manager,Ours,Manager
Roy Halladay,80,79,0.48,0.19,1.3,0.88
CC Sabathia,89,80,0.5,0.13,5.5,0.86
Jon Lester,85,78,0.4,0.14,2.8,0.68
Average on 76 pitchers,81,75,0.41,0.26,3.2,1.2
Table 4: Evaluation results ,,,,,,
