,Top 10,Top 10,Top 10,Top 5,Top 5,Top 5
,R,P,F1,R,P,F1
TSBRA,0.0684,0.021,0.0321,0.0407,0.025,0.031
HMM,0.0668,0.0205,0.0314,0.0393,0.0241,0.0299
TimeSVD,0.0439,0.0127,0.0197,0.0284,0.0133,0.0181
Aspect,0.0535,0.0164,0.0251,0.0309,0.019,0.0235
Table4:Experiment Result on Last.fm,,,,,,
